title_romaji,title_english,meanScore,R_expected,OI,Interpretation
GYRO,GYRO,41.0,44.69036630836499,-3.690366308364993,Underrated
Guardian Hearts-Power UP!,Guardian Hearts-Power UP!,52.0,55.69306903677392,-3.6930690367739203,Underrated
Wata no Kuni Hoshi,The Star of Cottonland,66.0,69.693807025715,-3.693807025715003,Underrated
Sora no Aosa wo Shiru Hito yo,Her Blue Sky,73.0,76.69444048757303,-3.694440487573033,Underrated
Metal Fight Beyblade ZERO G Specials,Beyblade: Shogun Steel Specials,55.0,58.69763634051144,-3.697636340511437,Underrated
Yume Oukoku to Nemureru 100-nin no Ouji-sama,100 Sleeping Princes & the Kingdom of Dreams,51.0,54.70451754667277,-3.7045175466727684,Underrated
Yu Bang Xiang Zheng,The Fight Between the Snipe and the Clam,52.0,55.70855803615736,-3.7085580361573633,Underrated
ANEMONE: Koukyoushihen Eureka Seven Hi-Evolution,ANEMONE: Eureka Seven Hi-Evolution,64.0,67.70944619554076,-3.709446195540764,Underrated
Suzume no Tojimari,Suzume,81.0,84.71873134673291,-3.718731346732909,Underrated
Abenobashi Mahou☆Shoutengai,Magical Shopping Arcade Abenobashi,69.0,72.72007624157845,-3.720076241578454,Underrated
ONE PIECE: Heart of Gold,One Piece: Heart of Gold,73.0,76.72111280497737,-3.7211128049773663,Underrated
Christmas Morgue,Christmas Morgue,47.0,50.72174679910916,-3.7217467991091624,Underrated
DINOZAURS : THE SERIES,DINOZAURS : THE SERIES,48.0,51.722170586288414,-3.7221705862884136,Underrated
Witch Hunter ROBIN,Witch Hunter ROBIN,69.0,72.72693313591823,-3.7269331359182303,Underrated
Mizugumo Monmon,Mon Mon the Water Spider,60.0,63.728774124473674,-3.7287741244736736,Underrated
Toaru Kagaku no Railgun,A Certain Scientific Railgun,74.0,77.73850087006473,-3.738500870064726,Underrated
Maria†Holic,Maria†Holic,67.0,70.73871995760348,-3.738719957603479,Underrated
Takarajima,Treasure Island,78.0,81.74173023504862,-3.741730235048621,Underrated
Tobira wo Akete,Open the Door,61.0,64.7430043166792,-3.7430043166792046,Underrated
Heartbeat,Heartbeat,55.0,58.74642819150098,-3.746428191500982,Underrated
"DEEMO: Sakura no Oto - Anata no Kanadeta Oto ga, Ima mo Hibiku",DEEMO: Memorial Keys,59.0,62.748801384294204,-3.748801384294204,Underrated
Cyborg 009 VS Devilman,Cyborg 009 vs Devilman,61.0,64.74958073909515,-3.749580739095151,Underrated
Honoo no Mirage,Mirage of Blaze,58.0,61.751870704963736,-3.7518707049637356,Underrated
Stratosphera no Yousei,Nymphs of the Stratosphere,49.0,52.75269600952907,-3.7526960095290676,Underrated
Miss Monochrome - The Animation,Miss Monochrome - The Animation,60.0,63.754502883670426,-3.754502883670426,Underrated
K-ON!!: Ura-On!!,K-ON! Season 2 Shorts,62.0,65.75566285053115,-3.7556628505311522,Underrated
Strike the Blood II,Strike the Blood Second,67.0,70.76118141071245,-3.761181410712453,Underrated
Yasei no Last Boss ga Arawareta!,A Wild Last Boss Appeared!,74.0,77.76475809451038,-3.764758094510384,Underrated
Tokyo Godfathers,Tokyo Godfathers,81.0,84.76598498781098,-3.765984987810981,Underrated
Kidou Senshi Gundam AGE: MEMORY OF EDEN,Mobile Suit Gundam AGE: Memory of Eden,66.0,69.7666735642921,-3.7666735642921054,Underrated
Oni to Yanari,House Rattler,48.0,51.76773237975819,-3.7677323797581934,Underrated
Uba,Milk Money,54.0,57.77036586546374,-3.770365865463738,Underrated
Kidou Senshi Gundam 00: Revealed Chronicle,Mobile Suit Gundam 00: Revealed Chronicle,52.0,55.77095438645716,-3.770954386457163,Underrated
Sakura Trick,Sakura Trick,66.0,69.7742143446001,-3.7742143446000966,Underrated
Gunjou no Fanfare,Fanfare of Adolescence,58.0,61.776206575078305,-3.776206575078305,Underrated
Rean no Tsubasa,The Wings of Rean,56.0,59.77857050227976,-3.778570502279763,Underrated
Tenki no Ko,Weathering With You,81.0,84.78237334711255,-3.7823733471125536,Underrated
Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),KochiKame,76.0,79.78400821834992,-3.784008218349925,Underrated
Kanojo mo Kanojo Season 2,"Girlfriend, Girlfriend Season 2",69.0,72.78642304457958,-3.7864230445795783,Underrated
Yu-Gi-Oh! CARD GAME: THE CHRONICLES (2025),Yu-Gi-Oh! CARD GAME: THE CHRONICLES (2025),61.0,64.78702686811336,-3.787026868113358,Underrated
Joshi Ochi!: 2-kai kara Onna no Ko ga... Futte kita!?,What She Fell on Was the Tip of My Dick,61.0,64.79407325333875,-3.794073253338752,Underrated
RDG: Red Data Girl,Red Data Girl,61.0,64.79574078094636,-3.7957407809463604,Underrated
Sora no Otoshimono: Tokeijikake no Angeloid,Heaven's Lost Property the Movie: The Angeloid of Clockwork,71.0,74.79608214796419,-3.796082147964185,Underrated
Kishin Houkou Demonbane (2006),Roar of the Machine God Demonbane (2006),60.0,63.79759170532972,-3.7975917053297223,Underrated
Injuu VS Onna Spy,Spy of Darkness,47.0,50.80054858485909,-3.8005485848590865,Underrated
Guy,Guy: Double Target,51.0,54.80632078218787,-3.8063207821878677,Underrated
ULTRAMAN Season 2,ULTRAMAN Season 2,65.0,68.80714495426122,-3.8071449542612186,Underrated
Tensei Shitara Slime Datta Ken: Coleus no Yume,That Time I Got Reincarnated as a Slime: Visions of Coleus,76.0,79.80809141210582,-3.8080914121058242,Underrated
Appleseed Saga Ex Machina,Appleseed: Ex Machina,67.0,70.81041103430569,-3.8104110343056874,Underrated
Uchuu Kaizoku Captain Harlock,Harlock: Space Pirate,70.0,73.81319349976512,-3.81319349976512,Underrated
Xi Yangyang Yu Hui Tailang: Huhu Sheng Wei,Pleasant Goat and Big Big Wolf: The Tiger Prowess,46.0,49.813778587397394,-3.813778587397394,Underrated
Code Geass: Hangyaku no Lelouch II - Handou,Code Geass: Lelouch of the Rebellion II - Transgression,74.0,77.8169539469252,-3.816953946925196,Underrated
Dr. STONE: Ryuusui,Dr. STONE Special Episode – RYUSUI,81.0,84.81709684932773,-3.8170968493277257,Underrated
SQUEEZE,SQUEEZE,46.0,49.8196268829361,-3.819626882936099,Underrated
Hana Yori Dango,Hana Yori Dango (Boys Over Flowers),71.0,74.82011458427083,-3.8201145842708257,Underrated
Wakakusa Monogatari,Little Women,54.0,57.823129714232465,-3.823129714232465,Underrated
Secret Journey,Secret Journey,57.0,60.82401036852828,-3.8240103685282776,Underrated
Tenchi Muyou! in LOVE 2: Haruka Naru Omoi,Tenchi Forever,70.0,73.82423319886117,-3.8242331988611653,Underrated
Clockwork Planet,Clockwork Planet,59.0,62.82618182727444,-3.8261818272744392,Underrated
"Tensei Shitara Dai Nana Ouji Dattanode, Kimamani Majutsu wo Kiwamemasu",I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability,74.0,77.82741814028932,-3.827418140289325,Underrated
Yami no Matsuei,Descendants of Darkness,65.0,68.82751186895291,-3.827511868952911,Underrated
Sister Princess,Sister Princess,61.0,64.82947448887765,-3.8294744888776506,Underrated
Karin,Karin: Chibi Vampire,67.0,70.83492166784417,-3.8349216678441707,Underrated
Watashi no Yuri wa Oshigoto desu!,Yuri Is My Job!,64.0,67.83719785946252,-3.8371978594625205,Underrated
Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku,Apocalypse Bringer Mynoghra: World Conquest Starts with the Civilization of Ruin,67.0,70.8396757439533,-3.8396757439532934,Underrated
Baby Felix,Baby Felix,46.0,49.84572407546835,-3.845724075468347,Underrated
Kidou Senshi Zeta Gundam,Mobile Suit Zeta Gundam,78.0,81.84621803570897,-3.846218035708972,Underrated
Kidou Senshi Gundam 0083: Zeon no Zankou,Mobile Suit Gundam 0083: The Afterglow Of Zeon,63.0,66.85329813624182,-3.8532981362418184,Underrated
Daisan no Shinzou,The Third Heart,61.0,64.86154750381347,-3.861547503813469,Underrated
Maicching Machiko Sensei,Miss Machiko,52.0,55.86320045916337,-3.863200459163373,Underrated
Tokyo ESP,Tokyo ESP,61.0,64.86398029982206,-3.8639802998220603,Underrated
Dengeki Oshioki Musume Gootaman R: Ai to Kanashimi no Final Battle,Butt Attack Punisher Girl Gautaman R,52.0,55.866654231681906,-3.866654231681906,Underrated
Ghiblies,the GHIBLIES,58.0,61.86927936114343,-3.869279361143427,Underrated
Minami no Shima no Dera-chan,Dera-chan of the Southern Island,62.0,65.87167864215064,-3.8716786421506413,Underrated
Majutsushi Orphen,Orphen,68.0,71.87289727207072,-3.872897272070716,Underrated
Ryoujoku no Machi: Kyouen no Ceremony,City of Sin,46.0,49.87305836273091,-3.8730583627309088,Underrated
Omoide no Marnie,When Marnie Was There,78.0,81.87477321696194,-3.874773216961941,Underrated
Beyblade Burst Chouzetsu,Beyblade Burst Turbo,67.0,70.87814179075943,-3.878141790759429,Underrated
Tottoi,Secret of the Seal,54.0,57.88278807635702,-3.8827880763570235,Underrated
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni shimashita 2nd","Banished from the Hero’s Party, I Decided to Live a Quiet Life in the Countryside Season 2",68.0,71.8828262885605,-3.8828262885604943,Underrated
Time Bokan,Time Fighters,57.0,60.88379218986441,-3.8837921898644083,Underrated
Haze,Haze,61.0,64.88397099080426,-3.883970990804258,Underrated
Chirin no Suzu,Ringing Bell,70.0,73.88510001442653,-3.885100014426527,Underrated
Hiiro no Koku,The Time Colored Scarlet,45.0,48.886538585483436,-3.886538585483436,Underrated
Code Geass: Hangyaku no Lelouch I - Koudou,Code Geass: Lelouch of the Rebellion I - Initiation,76.0,79.8868083125614,-3.8868083125613992,Underrated
Tom Sawyer no Bouken,The Adventures of Tom Sawyer,70.0,73.88858114368121,-3.8885811436812077,Underrated
Hiten,Hiten,66.0,69.89039490107905,-3.8903949010790484,Underrated
Shin Shirayuki-hime Densetsu Pretear,Prétear: The New Legend of Snow White,67.0,70.89374231070659,-3.8937423107065854,Underrated
Aguu: Tensai Ningyou,Aguu: Genius Dolls,48.0,51.89449175229968,-3.894491752299679,Underrated
Musaigen no Phantom World: Limitless Phantom World,Myriad Colors Phantom World: Limitless Phantom World,61.0,64.8959778819242,-3.895977881924196,Underrated
Golgo 13,Golgo 13: The Professional,67.0,70.89724727941646,-3.8972472794164617,Underrated
Nenechi no Giragira Fan Meeting,Nenechi's Giragira Fan Meeting,63.0,66.89782827532534,-3.897828275325338,Underrated
PSYCHO-PASS 2,PSYCHO-PASS 2,71.0,74.90458457405462,-3.904584574054624,Underrated
Chirorin Mura Monogatari,Chirorin Village Story,51.0,54.91010233972909,-3.910102339729093,Underrated
Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin,79.0,82.91294622060165,-3.912946220601654,Underrated
Virtuacall 2,Virtuacall,46.0,49.91476903017323,-3.9147690301732325,Underrated
Kidou Senkan Nadesico: The prince of darkness,Martian Successor Nadesico: The Prince of Darkness,65.0,68.9166834405453,-3.916683440545299,Underrated
Mashiroiro Symphony: The color of lovers,Mashiroiro Symphony,66.0,69.91699632077237,-3.9169963207723697,Underrated
RANGEFINDER,RANGEFINDER,51.0,54.917667757015124,-3.917667757015124,Underrated
Godzilla: Singular Point,Godzilla Singular Point,65.0,68.91815818128569,-3.9181581812856905,Underrated
Kyoto Animation: Sora-hen,Sky,53.0,56.91855118547807,-3.918551185478073,Underrated
Majutsushi Orphen Hagure Tabi: Kimluck-hen,Sorcerous Stabber Orphen: Battle of Kimluck,61.0,64.91882736999537,-3.9188273699953697,Underrated
Gundam: G no Reconguista - FROM THE PAST TO THE FUTURE,Gundam: G no Reconguista - From the Past to the Future,55.0,58.921606404633536,-3.921606404633536,Underrated
Afro Samurai: Resurrection,Afro Samurai: Resurrection,70.0,73.92470792888204,-3.924707928882043,Underrated
MEZZO,Mezzo,63.0,66.92556399314702,-3.9255639931470228,Underrated
Hi-Fi Roman,HiFi Romance,62.0,65.92557089503032,-3.9255708950303188,Underrated
Digimon Adventure tri. 4: Soushitsu,Digimon Adventure tri. Chapter 4: Loss,69.0,72.92705524195048,-3.927055241950484,Underrated
Pocket Monsters: Maboroshi no Pokémon Lugia Bakutan,Pokémon the Movie 2000,71.0,74.92843523815469,-3.928435238154691,Underrated
Hikari no Ou,The Fire Hunter,61.0,64.9325833790434,-3.9325833790433933,Underrated
Hana to Alice Satsujin Jiken,The Case of Hana & Alice,71.0,74.93265193171096,-3.9326519317109643,Underrated
BEATLESS,BEATLESS,57.0,60.934827791508084,-3.9348277915080843,Underrated
Bokusatsu Tenshi Dokuro-chan 2,Bludgeoning Angel Dokuro-chan 2,61.0,64.93537221130411,-3.935372211304113,Underrated
Angel Core,Angel Core,50.0,53.93636485406293,-3.93636485406293,Underrated
Kotonoha no Niwa,The Garden of Words,75.0,78.94129063602693,-3.9412906360269346,Underrated
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,Danganronpa 3: The End of Hope’s Peak High School - Future Arc,68.0,71.94150880360868,-3.9415088036086843,Underrated
Maken-Ki! OVA,Maken-Ki! OVA,62.0,65.94155216623605,-3.9415521662360504,Underrated
Mahoromatic,Mahoromatic: Automatic Maiden,68.0,71.94503320441756,-3.9450332044175553,Underrated
Dragon Ball Specials,Dragon Ball Specials,61.0,64.945873427626,-3.9458734276259975,Underrated
BeyWheelz,BeyWheelz: Powered by Beyblade,52.0,55.94782724552661,-3.947827245526611,Underrated
Neko no Ongaeshi,The Cat Returns,75.0,78.94948403203675,-3.94948403203675,Underrated
Nyoro-n☆Churuya-san,Nyoron! Churuya-san,61.0,64.94976866524158,-3.949768665241578,Underrated
Nourin,No-Rin,64.0,67.9518505214593,-3.9518505214593063,Underrated
Koukaku Kidoutai: SAC_2045,Ghost in the Shell: SAC_2045,63.0,66.95471625804487,-3.9547162580448685,Underrated
Youma,Blood Reign: Curse of the Yoma,58.0,61.96563511243235,-3.965635112432352,Underrated
HAND MAID May,Hand Maid May,63.0,66.96573108027587,-3.965731080275873,Underrated
Fumiko no Kokuhaku,Fumiko's Confession,63.0,66.97561798871047,-3.975617988710468,Underrated
Reiju Gakuen,Xtra Credit,46.0,49.976033500822794,-3.976033500822794,Underrated
Ta ga Tame no Alchemist,For Whom The Alchemist Exists The Movie,61.0,64.97626491222003,-3.9762649122200315,Underrated
Isekai Yururi Kikou: Kosodate Shinagara Boukensha Shimasu,A Journey Through Another World: Raising Kids While Adventuring,66.0,69.97867190161269,-3.9786719016126852,Underrated
Dance in the Vampire Bund,Dance in the Vampire Bund,65.0,68.9791975397244,-3.979197539724396,Underrated
Jingju Mao: Cheng Feng Polang,Jing-Ju Cats 3,44.0,47.98341391039379,-3.983413910393793,Underrated
Teekyuu 6 Specials,Teekyuu 6 Specials,57.0,60.98816599678949,-3.9881659967894905,Underrated
Fashion no Hajimari,Beginning of fashion,40.0,43.990741750624274,-3.9907417506242737,Underrated
Kagihime Monogatari: Eikyuu Alice Rinbukyoku,Key Princess Story Eternal Alice Rondo,57.0,60.99588934875423,-3.9958893487542326,Underrated
Bakugan Battle Brawlers: New Vestroia,Bakugan: New Vestroia,62.0,65.99623473415802,-3.9962347341580227,Underrated
Inazuma Eleven: Orion no Kokuin,Inazuma Eleven: The Seal of Orion,66.0,69.9978131700759,-3.9978131700759008,Underrated
Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,"Love, Chunibyo & Other Delusions: Take On Me Mini-Theater",62.0,66.00235536578656,-4.002355365786556,Underrated
Kage-Jitsu!,Em-Shade! Shorts,69.0,73.00324231984189,-4.003242319841888,Underrated
Haiyoru! Nyaruani,Haiyoru! Nyaruani,59.0,63.01025419122945,-4.01025419122945,Underrated
Renseijutsushi Colette no H na Sakusei Monogatari,Colette the Al-cum-ist,58.0,62.01210372111113,-4.0121037211111314,Underrated
Kimetsu no Yaiba: Mugen Ressha-hen,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,84.0,88.01321131488399,-4.013211314883989,Underrated
Fate/Zero Cafe,Fate/Zero Cafe,57.0,61.01550208547244,-4.015502085472441,Underrated
Onna Kyoushi,Hot Juicy Teacher,49.0,53.01559754229265,-4.015597542292653,Underrated
STORYWRITER,STORYWRITER,62.0,66.02314007638027,-4.0231400763802725,Underrated
Sarusuberi: Miss HOKUSAI,Miss Hokusai,71.0,75.02544600509657,-4.025446005096569,Underrated
Itazura na Kiss,ItaKiss,69.0,73.02628820431002,-4.0262882043100205,Underrated
Koe de Oshigoto!: The ANIMATION,Koe de Oshigoto,64.0,68.02924332949101,-4.02924332949101,Underrated
Saredo Tsumibito wa Ryuu to Odoru,Dances with the Dragons,52.0,56.02986608751217,-4.029866087512168,Underrated
Gif ni Ted,Gifted,66.0,70.03190358389331,-4.03190358389331,Underrated
Stainless Night,Stainless Night,55.0,59.03245209106612,-4.032452091066119,Underrated
Dosanko Gal wa Namara Menkoi,Hokkaido Gals Are Super Adorable!,70.0,74.03670880927307,-4.036708809273065,Underrated
Shinmai Maou no Testament: Loli Ero Succubus Maria no Characommentary Tsuki Hizou Eizou,The Testament of Sister New Devil Loli Ero Succubus Maria no Characommentary Tsuki Hizou Eizou,62.0,66.03976359765204,-4.0397635976520405,Underrated
Hyakka Ryouran: Samurai Bride,Samurai Bride,63.0,67.04266192960871,-4.0426619296087125,Underrated
Jurassic!,Jurassic!,61.0,65.04431043486017,-4.044310434860165,Underrated
Sylvanian Families: Freya kara no Okurimono,Sylvanian Families: The Movie - A Gift from Freya,51.0,55.047273582555334,-4.047273582555334,Underrated
Sousei no Aquarion,Aquarion,67.0,71.04857771178484,-4.048577711784844,Underrated
"Kono Danshi, Uchuujin to Tatakaemasu.",This Boy Can Fight Aliens,62.0,66.05124471530215,-4.051244715302147,Underrated
Zoku Tsuma Netori: Ikumi to Shizuka,Wife Stealing: Ikumi and Shizuka,57.0,61.0553975492148,-4.055397549214803,Underrated
Digimon Adventure,Digimon: Digital Monsters,75.0,79.05598779876846,-4.055987798768456,Underrated
GLO RI A: Kindan no Ketsuzoku,Gloria,45.0,49.057372275781276,-4.057372275781276,Underrated
Benghuai: Xingqiong Tiedao - Taiping Lin Xin Sui,Honkai: Star Rail - Harmony Greets the New Year,71.0,75.05804640502558,-4.0580464050255785,Underrated
"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki",The Highschool Life of a Fudanshi Special,57.0,61.058797107706994,-4.058797107706994,Underrated
Gokiburi Hime,Cockroach Princess,46.0,50.07313279645579,-4.073132796455788,Underrated
"Kumo desu ga, Nani ka?","So I'm a Spider, So What?",72.0,76.07456005389399,-4.07456005389399,Underrated
Chou Charisma Bon-Odori,Super Charismatic Bon-Odori,60.0,64.07604228498401,-4.0760422849840126,Underrated
!NVADE SHOW!,!nvade Show!,62.0,66.08092688718119,-4.080926887181192,Underrated
Sword Art Online Alternative: Gun Gale Online,Sword Art Online Alternative: Gun Gale Online,69.0,73.08183587203237,-4.0818358720323715,Underrated
SSSS.DYNAZENON Movie,SSSS.DYNAZENON Grand Episode,67.0,71.08216005758713,-4.0821600575871315,Underrated
Oni Chichi,Demon Father,62.0,66.08733000110038,-4.0873300011003835,Underrated
Recorder to Randoseru Do♪,Recorder and Randsell,62.0,66.0903459474644,-4.0903459474643995,Underrated
Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,"The Testament of Sister New Devil: Tojo Basara's Hard, Sweet Daily Life",65.0,69.09358809208267,-4.093588092082669,Underrated
Astarotte no Omocha! EX,Astarotte's Toy EX,61.0,65.09367530850459,-4.0936753085045865,Underrated
Unmei,Destiny,56.0,60.09515726192156,-4.095157261921557,Underrated
Shijin no Shougai,A Poet's Life,52.0,56.09660212325959,-4.0966021232595935,Underrated
Rokudenashi Majutsu Koushi to Akashic Records,Akashic Records of Bastard Magic Instructor,68.0,72.10125584046966,-4.101255840469662,Underrated
Kage: Shadow,Shadow,56.0,60.10359992279729,-4.103599922797287,Underrated
Jikuu Tenshou Nazca,Dimension Movement of Nazca,56.0,60.104241867289815,-4.104241867289815,Underrated
Kamisama ni Natta Hi,The Day I Became a God,65.0,69.10581506950358,-4.105815069503578,Underrated
Lupin III: Cagliostro no Shiro,Lupin The 3rd: The Castle of Cagliostro,80.0,84.10715540244952,-4.107155402449521,Underrated
Biohazard: Degeneration,Resident Evil: Degeneration,64.0,68.10726115014525,-4.1072611501452485,Underrated
Yoru wa Neko to Issho × GAMERA: Rebirth,GAMERA -Rebirth- x Nights with a Cat,66.0,70.10752247279386,-4.10752247279386,Underrated
Choco to Watashi,Choco and Me,42.0,46.111057714673294,-4.111057714673294,Underrated
Jungle Taitei,Kimba the White Lion,63.0,67.11277577591211,-4.112775775912112,Underrated
Teito Monogatari,Doomed Megalopolis,58.0,62.11364815967758,-4.113648159677581,Underrated
Megalo Box Specials,MEGALOBOX Specials,59.0,63.114886060114294,-4.114886060114294,Underrated
Code Geass: Fukkatsu no Lelouch,Code Geass: Lelouch of the Re;surrection,77.0,81.11602786863345,-4.116027868633452,Underrated
Sword Art Online: Progressive - Hoshinaki Yoru no Aria,Sword Art Online the Movie -Progressive- Aria of a Starless Night,78.0,82.11788944558313,-4.117889445583131,Underrated
King's Raid: Ishi wo Tsugumonotachi,KING's RAID: Successors of the Will,55.0,59.11896160469502,-4.1189616046950235,Underrated
ONE PIECE: Adventure of Nebulandia,One Piece: Adventure of Nebulandia,69.0,73.12147646984668,-4.121476469846684,Underrated
Kunoichi Botan,Kunoichi Botan,53.0,57.12404821458883,-4.124048214588832,Underrated
Boku no Hero Academia THE MOVIE: Heroes:Rising,My Hero Academia: Heroes Rising,78.0,82.12572201368997,-4.125722013689966,Underrated
Digimon Adventure 02,Digimon: Digital Monsters 02,69.0,73.12596015316049,-4.1259601531604915,Underrated
Seiyuu Sentai Voicetorm 7,Voice Actor Force Voicetorm 7,34.0,38.13561633335165,-4.135616333351649,Underrated
Sylvanian Families,Sylvanian Families,43.0,47.136590808576635,-4.136590808576635,Underrated
Nejimaki Gekijo to Nezumi,Of mice and clockworks,39.0,43.13796422227479,-4.137964222274789,Underrated
"Right Places: Sono Toki, Boku no Irubeki Basho",Right Places: Where I Was Meant to Be at That Time,52.0,56.13803881476755,-4.1380388147675475,Underrated
Patchwork,Patchwork,51.0,55.13954476952948,-4.139544769529479,Underrated
Ashita no Joe,Tomorrow's Joe,81.0,85.140242773167,-4.140242773167003,Underrated
Bullbuster,BULLBUSTER,58.0,62.145174622517175,-4.145174622517175,Underrated
Dainiji Ura Nyuugakushiken THE ANIMATION,Dishonor Student,57.0,61.14582991595371,-4.145829915953712,Underrated
Onsen Yousei Hakone-chan,Hakone-chan,56.0,60.14745264750171,-4.147452647501709,Underrated
Kandagawa JET GIRLS,Kandagawa Jet Girls,53.0,57.15391023575898,-4.153910235758978,Underrated
Hentai Ouji to Warawanai Neko.,Hentai Prince & the Stony Cat,68.0,72.1547779143185,-4.154777914318501,Underrated
Jaku-Chara Tomozaki-kun 2nd STAGE,Bottom-Tier Character Tomozaki 2nd Stage,70.0,74.15597600205895,-4.155976002058949,Underrated
Sunoharasou no Kanrinin-san,Miss Caretaker of Sunohara-sou,64.0,68.16347383940472,-4.163473839404716,Underrated
Busou Shoujo Machiavellianism,Armed Girl's Machiavellism,66.0,70.16392083172319,-4.163920831723189,Underrated
Yamiyo no Jidaigeki,HISTORICAL DRAMA IN A MOONLESS NIGHT,46.0,50.16716175763554,-4.16716175763554,Underrated
Sekai no Hikari: Shinran Shounin,Sekai no Hikari: Shinran Shounin,40.0,44.170012296702424,-4.170012296702424,Underrated
"Kimi to, Nami ni Noretara",Ride Your Wave,75.0,79.1714032687377,-4.171403268737706,Underrated
Gegege no Kitarou: Kitarou no Yuurei Densha,Gegege no Kitarou: Kitarou's Ghost Train,50.0,54.171964540971615,-4.171964540971615,Underrated
Kurozuka,Kurozuka,64.0,68.17204603105266,-4.172046031052659,Underrated
Vividred Operation,Vividred Operation,60.0,64.17289630799785,-4.172896307997846,Underrated
Boku no Hero Academia THE MOVIE: Futari no Hero Specials,My Hero Academia the Movie: Two Heroes Specials,71.0,75.17355895342997,-4.173558953429975,Underrated
Lovely Day: Boku to Kanojo no Nanoka Kan,Lovely Day: Boku to Kanojo no Nanoka Kan,54.0,58.17390171366814,-4.173901713668137,Underrated
Zanki,Time Left,69.0,73.1760381684951,-4.176038168495097,Underrated
Active Raid: Kidou Kyoushuushitsu Dai Hakkei,Active Raid,54.0,58.17804542884191,-4.178045428841912,Underrated
Lupin III: Babylon no Ougon Densetsu,Lupin the 3rd: The Legend of the Gold of Babylon,62.0,66.17933343934139,-4.1793334393413915,Underrated
Ayashi no Ceres,"Ceres, Celestial Legend",65.0,69.18057828223228,-4.1805782822322755,Underrated
Satsuriku no Tenshi,Angels of Death,67.0,71.18099169998837,-4.180991699988368,Underrated
Grenadier: Hohoemi no Senshi,Grenadier: The Beautiful Warrior,63.0,67.18215283670004,-4.182152836700041,Underrated
Toshoshitsu no Kanojo: Seiso na Kimi ga Ochiru made THE ANIMATION,The Girl in the Library ～Fall of Purity～ THE ANIMATION,59.0,63.18640691652541,-4.1864069165254065,Underrated
Benghuai: Xingqiong Tiedao - Fei Ling He Boyi,Honkai: Star Rail - Non-Zero-Sum Game,70.0,74.18642141546441,-4.186421415464409,Underrated
Digimon Adventure tri. 1: Saikai,Digimon Adventure tri. Chapter 1: Reunion,71.0,75.18896983511773,-4.188969835117732,Underrated
Wellber no Monogatari: Sisters of Wellber - Kanashimi no Senshi Galahad no Banka,Sisters of Wellber - Elegy for a Sad Warrior,50.0,54.190012809338285,-4.190012809338285,Underrated
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,"Saving 80,000 Gold in Another World for My Retirement",68.0,72.19239431197106,-4.192394311971057,Underrated
Hurdle,Hurdle,49.0,53.194189147830485,-4.194189147830485,Underrated
Kidou Senshi Gundam 00: A wakening of the Trailblazer,Mobile Suit Gundam 00 the Movie: A Wakening of the Trailblazer,69.0,73.19741039930192,-4.197410399301916,Underrated
Ajin: Shoudou,AJIN: Demi-Human -Compel-,70.0,74.1982082750284,-4.198208275028406,Underrated
Tokyo 24-ku,Tokyo 24th Ward,61.0,65.20258262622407,-4.202582626224071,Underrated
Pocket Monsters: Kesshoutou no Teiou ENTEI,Pokémon 3: The Movie,68.0,72.20268114164212,-4.202681141642117,Underrated
Mahou Shoujo holoWitches!,Magical Girl holoWitches!,69.0,73.20300332141622,-4.203003321416219,Underrated
Mononoke-hime,Princess Mononoke,85.0,89.20328825817073,-4.20328825817073,Underrated
"Hachigatsu no Cinderella Nine: Tsudzuku, Monogatari",Cinderella Nine: The Story Continues,61.0,65.20378727322401,-4.203787273224009,Underrated
TV Yarou Nanaana,Wacky TV Nanana,56.0,60.20660143020464,-4.206601430204643,Underrated
Inazuma Eleven: Ares no Tenbin,Inazuma Eleven Ares,64.0,68.21022283066895,-4.210222830668954,Underrated
BIRTH,BIRTH,60.0,64.21042192673495,-4.210421926734952,Underrated
Radio Wave,Radio Wave,49.0,53.21293511257865,-4.2129351125786485,Underrated
Mo Jing Lieren 3rd Season,Armored Adventure 3rd Season,39.0,43.21313091873919,-4.213130918739189,Underrated
"Kiss made, Ato 1 Byou.",A Second Away From A Kiss,49.0,53.213384311167374,-4.213384311167374,Underrated
Gunslinger Stratos: THE ANIMATION,Gunslinger Stratos,54.0,58.21406865720354,-4.214068657203541,Underrated
Lupin III: Italian Game,Lupin the 3rd - Italian Game,65.0,69.2202910886133,-4.220291088613294,Underrated
Blood Lad,Blood Lad,69.0,73.22245973323777,-4.22245973323777,Underrated
Kimi no Iru Machi,A Town Where You Live,64.0,68.22455547574779,-4.224555475747792,Underrated
